STATE/UT,CRIME HEAD,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Arunachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,15.0579150579151,12.952380952381,8.08270676691729,11.317254174397,12.2710622710623,11.3924050632911,12.8571428571429,12.6984126984127,10.1221640488656,14.4827586206897,8.68824531516184,11.2794612794613
Assam,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,6.60040378940829,7.51718869365928,6.60249661603249,6.54025627731279,6.56108597285068,9.27924039706517,5.59614157032414,8.89883867356933,9.26411707855861,9.53808420765772,8.02286482851379,12.2169842639931
Bihar,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1.41365865928814,1.53151820065108,1.66473093302362,1.67244737967406,1.05258244451187,1.2159867847474,1.92498645964976,2.2187673514714,1.58778759513603,1.15063888469909,1.67799490229397,0.247182538020026
Chhattisgarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,17.0173745173745,14.064871016692,13.8088578088578,15.2357365620987,13.0913687251715,14.205707173971,13.5651107802785,13.9898161732977,13.5965285459032,14.3156834773853,13.6909196258588,13.0757922247632
Goa,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2.57575757575758,2.73556231003039,2.85285285285285,3.38235294117647,4.30416068866571,2.51396648044693,2.71370420624152,4.19397116644823,4.67762326169406,4.40097799511003,3.44827586206897,5.68445475638051
Gujarat,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3.11303273625695,3.03840544482256,2.8792470888499,2.97294113026745,3.10323479337564,2.80701754385965,3.09138773975179,3.07190027454181,2.66173616958957,2.41442874182239,2.4450314106225,2.62703198279206
Haryana,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,4.88702586647582,4.55137844611529,3.38283017012489,3.88921057710867,3.60018948365703,4.52261306532663,3.81309436722751,3.91011235955056,3.98656412976222,4.13913043478261,4.05648267008986,4.42328755581768
Himachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,10.3678929765886,10.7697390155269,8.16193274567418,9.1672046481601,9.13154533844189,8.68603916614024,10.0656455142232,9.13030021665119,9.74862047823421,10.6286061342241,9.96387718242023,7.46045956430916
Jammu & Kashmir,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,13.0043905498641,16.1456190867956,17.7018005259964,19.7054140127389,16.258570029383,18.5149469623915,18.7274453941121,17.4929840972872,17.9203539823009,18.86586695747,21.4016848897652,23.3816766890697
Jharkhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2.27394533343542,3.08929645219483,3.131924951987,2.98561673688799,2.09435310936383,2.91323622545915,2.37022662693187,1.85084004917361,1.85833557769997,1.6266100119506,2.07542228623805,1.83391450342245
Karnataka,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,6.41569050554871,6.26330191547583,5.94434443444345,5.31284709366901,5.79524680073126,6.0791042080549,6.52507585222203,6.89533488601877,7.6284198771636,8.78180123580379,8.90771227542865,10.0665922996315
Kerala,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,11.8609906553472,12.8534237452322,11.6866746698679,13.4515802630796,13.8083712143574,14.8939908633009,15.2504940137161,15.8341024457776,14.5458710342458,16.6960477679841,21.2155445097153,20.9607722094394
Madhya Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,24.4360642125657,24.136995591726,22.7742858093053,21.8334910740511,20.5902143612419,19.6487583797564,20.9451936162316,19.5980052301891,18.862902261036,19.5574127479254,19.3037333101631,18.9768741623656
Maharashtra,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,6.07384138732304,5.68899055364934,5.54883643339728,5.81302231987023,6.52859800986975,6.93290289153265,6.49304737214235,7.0066407233161,6.10133251880417,6.8938894642689,7.04994797086368,7.21766723527578
Manipur,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1.96078431372549,5.34069981583794,4,2.69299820466786,2.21434898139947,3.6745406824147,6.05012964563526,4.86763450042699,3.28836424957841,2.58333333333333,3.13014827018122,3.98698128559805
Meghalaya,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2.18722659667542,1.98618307426598,1.10826939471441,2.85954583683768,3.65448504983389,4.67596390484003,3.64667747163695,4.32,5.69169960474308,3.75,5.70987654320988,3.27993897787948
Mizoram,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,12.1212121212121,16.7816091954023,19.9546485260771,14.7651006711409,10.8407079646018,11.1353711790393,14.2241379310345,16.5957446808511,12.8421052631579,15.5925155925156,14.7843942505133,17.2413793103448
Nagaland,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0.63626723223754,0.104602510460251,0.413223140495868,0.305810397553517,0.704934541792548,0.298210735586481,0.785083415112856,1.454898157129,1.0536398467433,1.23106060606061,0.841908325537886,1.47874306839187
Odisha,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,9.12147266313933,8.73945004083855,8.98277717976319,9.63861834051839,11.782668211014,12.5807459887477,14.3092868560821,14.2040232819361,13.6377427184466,14.5519210539498,15.9172126265634,20.5951795376291
Punjab,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3.27061719711623,2.96006944444444,2.96562955344133,2.20924327069578,2.5752508361204,2.59418374091209,3.48713760718661,3.13256902954949,2.54690618762475,2.75649632730432,2.20450281425891,2.63157894736842
Rajasthan,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,10.6250230737992,9.87949191184453,9.63415066889039,9.83361180729602,8.55083356108226,8.66123243098185,8.16279452957654,8.16141464520517,7.91275274637797,7.3265465935787,7.54408681711678,7.14068856639747
Sikkim,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0,6.66666666666667,9.65250965250965,15.2671755725191,14.2857142857143,5.20446096654275,4.76190476190476,6.88405797101449,3.57142857142857,3.87323943661972,8.36236933797909,6.52920962199313
Tamil Nadu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,5.71843251088534,5.99603884487605,6.40015193239009,5.83898092369478,5.48814635056935,3.63832741860824,4.71553677506277,5.18189830714525,3.74773687386844,4.21049477059546,4.36711121695642,4.4190724088973
Tripura,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3.72511239563263,8.11153358681876,7.94246404002502,8.27160493827161,9.81707317073171,12.4623720650211,14.5065398335315,20.31708749266,22.2737819025522,21.5596330275229,16.657223796034,17.5811870100784
Uttar Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3.64986710414203,2.67419680592437,1.34210140321713,2.27733096810538,2.15730072889725,2.41772692143541,2.85504047093451,3.28373467868295,3.0354609929078,2.99321623388454,3.63814417791631,3.36065743443251
Uttarakhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2.47417727600288,3.42465753424658,3.15838365071993,3.2670779072424,2.24769611148573,3.38495575221239,3.18013504683076,2.57400257400257,2.51479289940828,2.60308204914619,2.38144118250873,2.81433488560437
West Bengal,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2.46447946267114,2.45486261427589,2.98004924870597,3.88556683125326,3.85379127748768,4.45139090820975,5.46596055690015,5.68122539953526,4.5581504518249,5.72869460131539,5.437934367377,7.6241053927155
A&N Islands,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,11.6564417177914,10.3030303030303,5.32544378698225,3.44827586206897,6.07734806629834,7.4468085106383,10.7142857142857,11.7073170731707,13.953488372093,13.8392857142857,6.43776824034335,7.05394190871369
Chandigarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,6.09137055837564,9,2.66990291262136,4.65116279069768,6.88888888888889,4.24628450106157,6.46464646464646,3.63984674329502,4.72727272727273,5.00863557858377,3.46534653465347,7.12025316455696
D&N Haveli,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,7.07070707070707,3.19148936170213,4.25531914893617,5.15463917525773,4.85436893203883,4.58715596330275,0,3.1496062992126,1.43884892086331,7.33333333333333,1.25,1.18343195266272
Daman & Diu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0,0,4,1.26582278481013,1.21951219512195,2.35294117647059,0,2.24719101123596,4.3956043956044,2.1505376344086,0,0
Delhi UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,8.04100592663783,6.93839452395769,7.3956442831216,8.8395352257685,10.9012875536481,9.99165043139438,11.7519631735716,8.05006587615283,7.0787381379841,7.50031199301136,7.97814207650273,8.58830478440638
Lakshadweep,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0,3.125,3.03030303030303,0,0,0,5.40540540540541,0,0,0,0,2.56410256410256
Puducherry,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,7.18685831622177,12.0654396728016,11.2449799196787,9.765625,11.3421550094518,10.2376599634369,15.6966490299824,11.0169491525424,8.61788617886179,7.1875,5.29500756429652,1.3215859030837
All India,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,34124,33943,32939,34567,34175,36617,38734,40413,38711,40613,42968,45351
Andhra Pradesh,INSULT TO THE MODESTY OF WOMEN,6.0265902396306,5.30134367060426,5.9130884635282,5.90354979682588,6.3354131406775,6.0220801278849,8.19291396946188,8.68215158924205,8.51970181043663,10.9337551529096,8.68388567087646,8.7353293976527
Arunachal Pradesh,INSULT TO THE MODESTY OF WOMEN,0.579150579150579,0.380952380952381,0,0,0,0.361663652802893,0.178571428571429,0.17636684303351,1.04712041884817,0.172413793103448,0,0.336700336700337
Assam,INSULT TO THE MODESTY OF WOMEN,0.031060723714863,0.053475935828877,0.045119566852158,0.08147544626324,0.138665888191505,0.07193209610128,0.070927016100433,0.01399188470687,0.06903216899075,0.136258345823682,0.053799596503026,0.033198326804329
Bihar,INSULT TO THE MODESTY OF WOMEN,0.052823544208276,0.014797277300977,0.026616337591947,0.03088326127239,0.030340513921628,0.12159867847474,0.027080700487453,0.046640755136036,0.0262444230601,0.034476071451658,0.023364485981309,0.077506389040178
Chhattisgarh,INSULT TO THE MODESTY OF WOMEN,1.55405405405405,1.39415781487102,0.979020979020979,1.20161438268208,1.19176598049838,1.27122410880967,0.972064103686838,1.07879520151894,1.29328682038628,1.52723000755224,1.44027812267196,1.32309702711532
Goa,INSULT TO THE MODESTY OF WOMEN,1.06060606060606,0.911854103343465,1.05105105105105,2.20588235294118,1.14777618364419,0.977653631284916,0.949796472184532,1.57273918741809,1.26422250316056,1.9559902200489,1.4268727705113,1.85614849187935
Gujarat,INSULT TO THE MODESTY OF WOMEN,0.457072266831377,0.421325555015395,0.366884670601372,0.644071790441032,0.402414486921529,0.526315789473684,0.451297480255735,0.452622987311716,0.417383663456962,0.397585571258178,0.331953169617361,0.327938220670687
Haryana,INSULT TO THE MODESTY OF WOMEN,4.09978529802679,14.2756892230576,12.8036188415773,8.20304960432349,5.65608716248224,4.56914200632794,3.73994147768837,5.43820224719101,5.34782993016883,5.04347826086957,4.19341035515618,3.65658437947595
Himachal Pradesh,INSULT TO THE MODESTY OF WOMEN,0.468227424749164,0.396432111000991,0.587659157688541,0.516462233699161,0.925925925925926,0.979153506001263,1.03157236636449,1.26895697926339,1.13427345187002,2.36866079562709,1.86634557495485,2.02924500149209
Jammu & Kashmir,INSULT TO THE MODESTY OF WOMEN,6.02132552791135,7.56890168654875,7.60671656888529,5.25477707006369,7.26738491674829,6.6923818707811,6.70465337132004,5.53788587464921,6.83997050147493,4.76190476190476,6.27352572145546,6.13724796604174
Jharkhand,INSULT TO THE MODESTY OF WOMEN,0.038281907970293,0.022549609140108,0.014773230905599,0.021792822896993,0.257326661901358,0.309619308985997,0.103957308198766,0.157082365797022,0.558847293293832,0.106227592617182,0.045829514207149,0.064574454345861
Karnataka,INSULT TO THE MODESTY OF WOMEN,0.31211467324291,0.380054727880815,0.315031503150315,0.211032950758978,0.259597806215722,0.137258443200289,0.099946457255042,0.155268544004517,0.223338916806253,0.286513169249888,0.276658241683175,0.338031977825102
Kerala,INSULT TO THE MODESTY OF WOMEN,0.494716911989251,0.617545559120906,0.408163265306122,0.791619546455568,1.03311883818407,1.30022256061848,1.52272463094269,1.48823257960314,2.26205474745161,3.05373898208701,3.23655671034794,2.79476962792525
Madhya Pradesh,INSULT TO THE MODESTY OF WOMEN,2.59825629670634,2.65513733468973,2.34460740297316,2.62393525015502,2.53772950110545,2.39826267585686,2.41247061734505,2.30493218998966,2.17729393468118,2.70143016891295,2.2069684594665,2.20707747583336
Maharashtra,INSULT TO THE MODESTY OF WOMEN,2.40974224364215,1.62875418308129,1.42213695887897,1.76998418923636,1.85866839252488,1.96090153643809,2.04061591641134,2.11225339296432,2.09804894811195,2.22201299312682,1.9901144640999,2.37348447330289
Manipur,INSULT TO THE MODESTY OF WOMEN,0,0,0,0,0,0,0,0,0.168634064080944,0,0,0.081366965012205
Meghalaya,INSULT TO THE MODESTY OF WOMEN,0,0,0.085251491901108,0,0,0,0.081037277147488,0.32,0.07905138339921,0,0.077160493827161,0
Mizoram,INSULT TO THE MODESTY OF WOMEN,0,0,0,0,0.884955752212389,0,0,0,0.210526315789474,0,0.205338809034908,0
Nagaland,INSULT TO THE MODESTY OF WOMEN,0,0,0.206611570247934,0.101936799184506,0,0.198807157057654,0.098135426889107,0.096993210475267,0,0.284090909090909,0,0
Odisha,INSULT TO THE MODESTY OF WOMEN,2.52425044091711,1.02368635992377,1.01184068891281,0.904784714460589,0.968726966410445,1.28672640133361,1.24271644407776,1.43980394159093,1.0618932038835,1.1621499774583,1.16636887035934,1.49532710280374
Punjab,INSULT TO THE MODESTY OF WOMEN,0.413223140495868,1.25868055555556,1.70566555241279,0.321652276959539,0.359531772575251,0.495703899537343,0.391996733360555,0.395607944453415,0.263473053892216,0.30013427059474,0.242338961851157,0.239938080495356
Rajasthan,INSULT TO THE MODESTY OF WOMEN,0.206741241185809,0.159229906271487,0.117100173876016,0.142717905875801,0.095654550423613,0.103988460635336,0.092272202998847,0.061534475499563,0.076420952077695,0.072043852779953,0.027746947835738,0.054648126783654
Sikkim,INSULT TO THE MODESTY OF WOMEN,5.55555555555556,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,INSULT TO THE MODESTY OF WOMEN,3.26398967908402,5.48811653462816,2.78859240971101,3.39169176706827,2.06894406073051,2.6292238852029,2.67928225855839,2.96021639364192,1.51176825588413,1.91195420899637,1.38128125744225,1.12991008045433
Tripura,INSULT TO THE MODESTY OF WOMEN,0,0,0,0,0.060975609756098,0,0.237812128418549,0.234879624192601,0.290023201856148,0.51605504587156,0.509915014164306,0.391937290033595
Uttar Pradesh,INSULT TO THE MODESTY OF WOMEN,3.27470654814137,2.35254516213487,6.07490343714858,3.2146324507677,3.38702092640489,3.1305872446449,3.26257995132167,3.74934714242852,2.75395526459356,0.011788535113759,0.003159025335383,0.008280030636113
Uttarakhand,INSULT TO THE MODESTY OF WOMEN,2.01777564256546,2.29097779877185,2.27589410125406,2.51313685172493,2.0004495392223,2.5,1.37225005445437,6.56370656370656,5.26204564666103,3.43606830487297,1.47813590638473,1.47803199028143
West Bengal,INSULT TO THE MODESTY OF WOMEN,0.123998966675278,0.086582291374876,0.178400924669581,0.158797111877528,0.132382143119806,0.152660657167781,0.237233711149984,0.222886138379096,0.253491374251848,0.3788142880383,0.460256823307405,1.26726535077723
A&N Islands,INSULT TO THE MODESTY OF WOMEN,0.613496932515337,1.81818181818182,1.18343195266272,1.72413793103448,0.552486187845304,2.12765957446808,1.02040816326531,1.46341463414634,3.25581395348837,4.46428571428571,1.28755364806867,1.6597510373444
Chandigarh,INSULT TO THE MODESTY OF WOMEN,3.80710659898477,7,0.970873786407767,4.18604651162791,2,2.76008492569002,2.22222222222222,0.383141762452107,0.363636363636364,0.690846286701209,1.98019801980198,3.95569620253165
D&N Haveli,INSULT TO THE MODESTY OF WOMEN,0,0,0,0,0,0.91743119266055,0,0,0.719424460431655,1.33333333333333,0,0
Daman & Diu,INSULT TO THE MODESTY OF WOMEN,0,0,0,0,0,0,0,1.12359550561798,1.0989010989011,0,0,0
Delhi UT,INSULT TO THE MODESTY OF WOMEN,1.44161460836136,1.99128811449907,1.58802177858439,1.91204588910134,3.21888412017167,2.00389646534929,2.26103438938532,1.71277997364954,1.51320851500385,0.998377636340946,1.9672131147541,2.45717660956881
Lakshadweep,INSULT TO THE MODESTY OF WOMEN,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,INSULT TO THE MODESTY OF WOMEN,5.54414784394251,5.31697341513292,5.42168674698795,5.859375,4.91493383742911,7.12979890310786,5.64373897707231,3.55932203389831,2.60162601626016,3.4375,2.42057488653555,0.293685756240822
All India,INSULT TO THE MODESTY OF WOMEN,9746,10155,12325,10001,9984,9966,10950,12214,11009,9961,8570,9173
Andhra Pradesh,CRUELTY BY HUSBAND OR RELATIVES,15.3676724252315,18.3818329448126,21.1251939989653,21.4367860154872,21.9668072852199,22.8893995404136,28.0056332460345,25.19804400978,27.3429179978701,28.9521618253283,31.75386952806,31.4909330385493
Arunachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2.12355212355212,2.47619047619048,2.63157894736842,0.742115027829314,1.64835164835165,2.53164556962025,3.57142857142857,2.29276895943563,2.26876090750436,2.06896551724138,3.0664395229983,4.37710437710438
Assam,CRUELTY BY HUSBAND OR RELATIVES,9.69094579903712,12.9411764705882,13.596029478117,14.406340271091,16.0998394394979,18.3282980866062,21.2781048301298,24.331887505247,30.3603479221317,36.8578825453059,35.2790854068594,42.5403359670673
Bihar,CRUELTY BY HUSBAND OR RELATIVES,3.91900389888064,3.88921771727335,4.54897406116918,6.36432745759491,3.67353607020328,3.87509750837425,3.68974544141542,4.42420877290394,5.53757326568104,4.89344739166972,5.53738317757009,7.72131216221878
Chhattisgarh,CRUELTY BY HUSBAND OR RELATIVES,8.10810810810811,6.19309559939302,5.6037296037296,6.79691799669785,6.60888407367281,6.37389990221353,7.21604343637797,7.74143436609994,7.59806006976942,7.22497272803558,6.90340203625528,8.00392028748775
Goa,CRUELTY BY HUSBAND OR RELATIVES,1.66666666666667,1.21580547112462,3.6036036036036,2.5,1.57819225251076,1.95530726256983,1.89959294436906,1.57273918741809,2.65486725663717,2.07823960880196,2.14030915576694,2.78422273781903
Gujarat,CRUELTY BY HUSBAND OR RELATIVES,15.0998558781141,13.4540593096743,14.6913383314723,15.5323410438676,15.8257235722024,18.9816933638444,21.9142534787514,22.6088892186688,20.1588986929301,20.2407199913254,21.6019417475728,23.4775556260799
Haryana,CRUELTY BY HUSBAND OR RELATIVES,15.4687659748492,15.6892230576441,15.9111023699479,19.5522099980699,19.6589294173378,20.9752466033873,22.0555961960497,21.8876404494382,23.1326792185981,23.6521739130435,23.448866067608,26.4301963097144
Himachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,10.6020066889632,7.73042616451933,7.21514854717597,8.13428018076178,7.27969348659004,8.18066961465572,10.6908408877774,10.6159083874961,8.70631514408339,8.35104767689037,7.1944611679711,7.4903014025664
Jammu & Kashmir,CRUELTY BY HUSBAND OR RELATIVES,1.04536901526239,1.11065405183052,1.43637467125228,1.63216560509554,1.48873653281097,2.60366441658631,3.34283000949668,3.03086997193639,3.61356932153392,3.83496910214467,5.12636673238932,5.32366466218606
Jharkhand,CRUELTY BY HUSBAND OR RELATIVES,3.70568869152439,4.41972339146122,4.12911803811494,4.27139328781055,4.21729807005004,4.70058405460559,5.55132025781412,5.81204753448982,4.78050094263399,4.31549595007303,4.31452140893021,8.14283869301304
Karnataka,CRUELTY BY HUSBAND OR RELATIVES,6.76248458692972,6.93979933110368,6.39063906390639,5.87930396149574,6.88482632541134,7.69008488351093,8.94877744065679,9.3090549791799,11.1146007816862,11.8782146432393,12.6784616435549,12.4530980630768
Kerala,CRUELTY BY HUSBAND OR RELATIVES,15.6416050815367,17.1701882908518,17.5870348139256,19.177429914886,19.3813094043332,21.7172308773574,23.2418923631291,23.8694047069682,22.9469705646547,27.278930907023,30.3716674197921,29.2721252595544
Madhya Pradesh,CRUELTY BY HUSBAND OR RELATIVES,8.86382507611403,10.5696846388606,9.77086035451794,11.2137332332496,9.57736550354065,9.40735844899758,10.188048991711,9.68497232865049,11.9123100849384,11.0529103643105,10.8089321400643,11.3718668909863
Maharashtra,CRUELTY BY HUSBAND OR RELATIVES,13.1029734498042,11.3377388062863,11.3687546918008,11.5931911049054,12.6061807297144,13.4273928379267,14.4473250058921,15.1574993707769,14.6634340040472,13.998681856699,13.2599970269065,13.6007630367395
Manipur,CRUELTY BY HUSBAND OR RELATIVES,0.466853408029879,0.920810313075506,0.363636363636364,0.179533213644524,1.77147918511958,0.874890638670166,1.29645635263613,2.39111870196413,2.1079258010118,1.5,3.21252059308072,3.49877949552482
Meghalaya,CRUELTY BY HUSBAND OR RELATIVES,0.349956255468066,0,0.341005967604433,0.420521446593776,0.249169435215947,1.06644790812141,1.53970826580227,2.56,1.89723320158103,1.875,1.62037037037037,1.22044241037376
Mizoram,CRUELTY BY HUSBAND OR RELATIVES,3.72960372960373,0.689655172413793,0.680272108843537,0,0,0.218340611353712,0.431034482758621,1.06382978723404,0.842105263157895,0.623700623700624,1.84804928131417,1.62271805273834
Nagaland,CRUELTY BY HUSBAND OR RELATIVES,0,0,0,0,0,0.298210735586481,0,0.387972841901067,0,0.09469696969697,0.09354536950421,0
Odisha,CRUELTY BY HUSBAND OR RELATIVES,6.97751322751323,6.35447862782467,6.93756727664155,6.3441375272766,8.79751500473834,3.61533652844343,3.75393183107307,8.26100275707138,10.350930420712,10.3541551870961,11.5147905499305,12.9758976881456
Punjab,CRUELTY BY HUSBAND OR RELATIVES,9.91735537190083,8.19444444444444,8.45975829262021,6.78009141696293,6.09531772575251,6.61764705882353,7.92976725193957,7.94445341514613,8.47105788423154,9.1856883342548,8.88055034396498,10.0077399380805
Rajasthan,CRUELTY BY HUSBAND OR RELATIVES,20.4230811828552,20.5949408316144,20.3434938433696,23.604149262044,20.4871549603717,23.6087350306934,26.9237106607349,26.2752210383133,33.0234039165738,34.9099451840251,37.6680231841164,40.4153257635558
Sikkim,CRUELTY BY HUSBAND OR RELATIVES,0,1.17647058823529,0.386100386100386,0.381679389312977,1.50375939849624,2.23048327137546,2.56410256410256,1.81159420289855,2.14285714285714,1.05633802816901,1.39372822299652,1.3745704467354
Tamil Nadu,CRUELTY BY HUSBAND OR RELATIVES,2.62860828898565,3.36059289547662,4.92197638717437,4.50865963855422,5.13347022587269,3.85125752198735,6.05058484904158,5.00866182414977,4.4055522027761,4.70496568671521,5.39414146225292,5.81223379081874
Tripura,CRUELTY BY HUSBAND OR RELATIVES,14.5793192035967,14.9556400506971,15.4471544715447,18.641975308642,26.7682926829268,28.3564118001204,32.4019024970273,43.1591309453905,47.2737819025522,53.7270642201835,39.7733711048159,48.040313549832
Uttar Pradesh,CRUELTY BY HUSBAND OR RELATIVES,9.36629659303346,7.08007629876202,3.20979807363223,5.9330464695377,5.29626146249706,6.00279145951807,8.6602139582272,9.23668448365911,9.34642662302237,8.54990301250656,7.49847313775457,7.92916433790805
Uttarakhand,CRUELTY BY HUSBAND OR RELATIVES,7.23036271919289,7.4633915918753,7.361820715281,9.25291295407814,6.11373342324118,7.92035398230088,10.0849488128948,7.29300729300729,7.62890955198648,6.95543523531862,6.30260726750154,7.45090099210367
