STATE/UT,CRIME HEAD,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
West Bengal,CRUELTY BY HUSBAND OR RELATIVES,9.96900025833118,10.3618630471874,12.4327855671139,15.7159516661291,17.0037508273884,17.96549384511,23.7233711149984,32.3967373263148,37.8171576106091,41.358153803249,45.5009895521701,45.2773852395496
A&N Islands,CRUELTY BY HUSBAND OR RELATIVES,5.52147239263804,2.42424242424242,4.14201183431953,2.8735632183908,2.76243093922652,3.72340425531915,9.18367346938776,12.6829268292683,9.76744186046512,4.01785714285714,2.14592274678112,2.0746887966805
Chandigarh,CRUELTY BY HUSBAND OR RELATIVES,9.13705583756345,14,22.5728155339806,16.9767441860465,16.6666666666667,21.656050955414,22.6262626262626,9.38697318007663,9.27272727272727,7.08117443868739,7.59075907590759,11.5506329113924
D&N Haveli,CRUELTY BY HUSBAND OR RELATIVES,4.04040404040404,3.19148936170213,2.12765957446808,3.09278350515464,4.85436893203883,4.58715596330275,2.56410256410256,3.1496062992126,2.15827338129496,2,1.875,0
Daman & Diu,CRUELTY BY HUSBAND OR RELATIVES,6.06060606060606,4.22535211267606,0,5.06329113924051,3.65853658536585,2.35294117647059,3.40909090909091,5.61797752808989,3.2967032967033,3.2258064516129,2.10526315789474,3.09278350515464
Delhi UT,CRUELTY BY HUSBAND OR RELATIVES,2.21047573282076,2.10018668326073,18.3151845130067,18.4438888071775,18.9413447782547,24.0467575841915,24.194421879231,18.2740447957839,16.4529366504232,17.5215275177836,19.1256830601093,23.4494979326639
Lakshadweep,CRUELTY BY HUSBAND OR RELATIVES,0,0,3.03030303030303,2.94117647058823,0,2.77777777777778,5.40540540540541,2.7027027027027,0,0,0,2.56410256410256
Puducherry,CRUELTY BY HUSBAND OR RELATIVES,0.616016427104723,1.84049079754601,0.803212851405622,0.390625,1.13421550094518,3.47349177330896,2.99823633156966,2.03389830508475,1.6260162601626,1.09375,1.51285930408472,0.881057268722467
All India,CRUELTY BY HUSBAND OR RELATIVES,49170,49237,50703,58121,58319,63128,75930,81344,89546,94041,99135,106527
Andhra Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,3.53475041796035,2.28135886220173,0.902741852043456,1.03503795139155,1.72026170207391,1.64102307922869,1.51208183031082,0.872860635696821,0.675283183270404,1.31339277154635,1.17984996676479,1.11014417762307
Arunachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,0,0,0,0,0,0,0,0,0,0,0,0.168350168350168
Assam,IMMORAL TRAFFIC(PREVENTION)ACT,0.046591085572294,0.183346065699007,0.165438411791247,0.207392045033701,0.182455116041454,0.208603078693713,0.148946733810909,0.188890443542745,0.255419025265774,0.170322932279602,0.141223940820444,0.199189960825974
Bihar,IMMORAL TRAFFIC(PREVENTION)ACT,0.072946799144762,0.024662128834961,0.021777003484321,0.057015251579798,0.065348799215815,0.029826090946634,0.060931576096768,0.086618545252638,0.087481410200333,0.051714107177487,0.048853016142736,0.073316854497465
Chhattisgarh,IMMORAL TRAFFIC(PREVENTION)ACT,0.115830115830116,0.113808801213961,0.065268065268065,0.082553659878921,0.054171180931744,0.115565828073607,0.122602679744286,0.034521446448606,0.076576193312346,0.100696484014433,0.124161907126893,0.040836327997387
Goa,IMMORAL TRAFFIC(PREVENTION)ACT,4.24242424242424,3.79939209726444,3.75375375375375,4.11764705882353,5.4519368723099,3.63128491620112,1.35685210312076,1.8348623853211,2.90771175726928,1.9559902200489,2.14030915576694,4.64037122969838
Gujarat,IMMORAL TRAFFIC(PREVENTION)ACT,0.251183858348775,0.230918813806514,0.295102887222843,0.129599811491183,0.228292833926637,0.297482837528604,0.165475742760436,0.192921273280404,0.150111668436276,0.166263057071602,0.164191890348372,0.155153566768927
Haryana,IMMORAL TRAFFIC(PREVENTION)ACT,0.214701973213373,0.320802005012531,0.560527092142787,0.598340088785949,0.805305542396968,0.790991997022148,0.804681784930505,0.692134831460674,0.795544948289578,0.495652173913043,0.487804878048781,0.581346364478895
Himachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,0.033444816053512,0.066072018500165,0.163238654913483,0.12911555842479,0.127713920817369,0,0,0.030950170225936,0.153280196198651,0.030367446097783,0.060204695966285,0.17905102954342
Jammu & Kashmir,IMMORAL TRAFFIC(PREVENTION)ACT,0.146351662136734,0.061703002879474,0.040461258345135,0.218949044585987,0.058765915768854,0.096432015429123,0.018993352326686,0.074836295603368,0.110619469026549,0.072700836059615,0.035848718408317,0.05305978068624
Jharkhand,IMMORAL TRAFFIC(PREVENTION)ACT,0.022969144782176,0.022549609140108,0.044319692716797,0.021792822896993,0.092923516797713,0.077404827246499,0.097026820985515,0.054637344625051,0.006733099919203,0.086309919001461,0.098206101872463,0.077489345215033
Karnataka,IMMORAL TRAFFIC(PREVENTION)ACT,5.22503082614057,5.27515962298571,5.1042604260426,4.33172898926324,4.53747714808044,2.83908253566913,2.18454399428877,1.82087656150752,1.14810161920715,0.835375746487625,1.19885238062709,1.13240712571409
Kerala,IMMORAL TRAFFIC(PREVENTION)ACT,0.806205338056556,0.799176605921172,0.95438175270108,0.999940479733349,1.32829564909381,1.10694623404006,1.16819714053237,1.07868020304569,1.79819035620204,1.75717941427353,1.1127428829643,1.17851731298053
Madhya Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,0.051895931358982,0.047473719905053,0.109747580564701,0.075062824320355,0.060879874395207,0.037767916155226,0.058765309909687,0.030408076385088,0.056824979064481,0.055911953387087,0.069510817620992,0.037069776725883
Maharashtra,IMMORAL TRAFFIC(PREVENTION)ACT,0.501312448900555,0.385478883382048,0.373258820585537,0.634483891501201,0.44899279993528,0.753273151192682,0.632414172362322,0.633095196608004,0.51735328929785,0.576216928726109,0.724691541548982,0.671325592912563
Manipur,IMMORAL TRAFFIC(PREVENTION)ACT,0.373482726423903,0.552486187845304,0,0,0.088573959255979,0,0,0,0,0,0,1.22050447518308
Meghalaya,IMMORAL TRAFFIC(PREVENTION)ACT,0,0,0.085251491901108,0,0.083056478405316,0.082034454470878,0.081037277147488,0.24,0.07905138339921,0.234375,0.154320987654321,0.53394355453852
Mizoram,IMMORAL TRAFFIC(PREVENTION)ACT,0.466200466200466,0,0,1.11856823266219,0.221238938053097,0,0,0.212765957446808,0.210526315789474,0,1.64271047227926,0
Nagaland,IMMORAL TRAFFIC(PREVENTION)ACT,0.106044538706257,0.418410041841004,0.103305785123967,0.407747196738023,0.40281973816717,0.894632206759443,0.392541707556428,0.096993210475267,0.28735632183908,0.189393939393939,0.187090739008419,0.369685767097967
Odisha,IMMORAL TRAFFIC(PREVENTION)ACT,0.132275132275132,0.130683365096651,0.059203444564047,0.117089786577253,0.152679793619038,0.229214419670765,0.2062599907183,0.148064944348004,0.0707928802589,0.12523167860542,0.114155251141553,0.118052139695032
Punjab,IMMORAL TRAFFIC(PREVENTION)ACT,0.281343414805697,0.329861111111111,0.462843918745179,0.270865075334349,0.48494983277592,0.553536021150033,0.367496937525521,0.34716615533667,0.471057884231537,0.465997946449727,0.390869293308318,0.665634674922601
Rajasthan,IMMORAL TRAFFIC(PREVENTION)ACT,0.251042935725625,0.199037382839359,0.180972995990206,0.274993038150933,0.392866903525553,0.479688705511388,0.299884659746251,0.233183275577291,0.197420792867378,0.256851996867659,0.249722530521643,0.300564697310098
Sikkim,IMMORAL TRAFFIC(PREVENTION)ACT,0,0,0.386100386100386,0.381679389312977,0,0,0.732600732600733,0,0.357142857142857,1.05633802816901,0.348432055749129,0
Tamil Nadu,IMMORAL TRAFFIC(PREVENTION)ACT,16.8746976294146,11.2765141834909,8.98616782198588,9.48167670682731,8.63978594984755,5.34485418916834,3.67138220344173,2.087955505577,2.16053108026554,1.69918187539333,1.25029768992617,1.47893989588263
Tripura,IMMORAL TRAFFIC(PREVENTION)ACT,0,0,0,0,0,0,0,0,0,0.057339449541285,0.113314447592068,0
Uttar Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,0.033064998155991,0.052361895500617,0.057448785019313,0.052738190840335,0.036444862450035,0.080744696803664,0.055470651497142,0.06334107502028,0.042553191489362,0.024648755237861,0.045279363140492,0.032085118714939
Uttarakhand,IMMORAL TRAFFIC(PREVENTION)ACT,0,0,0,0.091386794608179,0.044953922229715,0.066371681415929,0.19603572206491,0.064350064350064,0.126796280642434,0.083298625572678,0.061588996099364,0.242964162785989
West Bengal,IMMORAL TRAFFIC(PREVENTION)ACT,0.080082665977784,0.106954595227788,0.381928740137695,0.300225789643451,0.181412566497512,0.159930212271009,0.148570606982819,0.147010006164936,0.147869968313578,0.130144786074508,0.220923275187555,0.248438710853809
A&N Islands,IMMORAL TRAFFIC(PREVENTION)ACT,0,0,0,0,0,0,0.510204081632653,0,0.465116279069767,1.33928571428571,1.28755364806867,0.829875518672199
Chandigarh,IMMORAL TRAFFIC(PREVENTION)ACT,0.761421319796954,0.75,0.970873786407767,2.09302325581395,2,0.636942675159236,1.01010101010101,1.34099616858238,0.727272727272727,0.518134715025907,0.165016501650165,0
D&N Haveli,IMMORAL TRAFFIC(PREVENTION)ACT,0,0,2.12765957446808,0,0,0,1.70940170940171,2.36220472440945,0,0.666666666666667,0.625,1.18343195266272
Daman & Diu,IMMORAL TRAFFIC(PREVENTION)ACT,4.54545454545455,4.22535211267606,0,1.26582278481013,1.21951219512195,1.17647058823529,5.68181818181818,6.74157303370787,4.3956043956044,6.45161290322581,6.31578947368421,3.09278350515464
Delhi UT,IMMORAL TRAFFIC(PREVENTION)ACT,1.52170430882589,1.07342874922215,0.695704779189353,1.80908957199588,2.16022889842632,1.55858613971611,0.852965069049553,0.790513833992095,0.34624262631444,0.349432172719331,0.400728597449909,0.283520378027171
Lakshadweep,IMMORAL TRAFFIC(PREVENTION)ACT,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,IMMORAL TRAFFIC(PREVENTION)ACT,8.0082135523614,5.52147239263804,2.61044176706827,0.78125,0.945179584120983,1.46252285191956,0.881834215167548,0.508474576271186,1.46341463414634,1.71875,0.453857791225416,0.587371512481645
All India,IMMORAL TRAFFIC(PREVENTION)ACT,8796,6598,5510,5748,5908,4541,3568,2660,2474,2499,2436,2563
Andhra Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2.45468779025025,6.29403598837057,2.35126745990688,2.8163254874901,6.71179932806224,3.3644719752223,2.48307555467708,2.17359413202934,1.70394036208733,1.80471670980731,0.745418288861457,0.049392007902721
Arunachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0,0,0,0,0,0,0,0
Assam,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0.077651809287156,0.022918258212376,0,0,0,0,0,0.01399188470687,0,0,0.006724949562878,0.019918996082598
Bihar,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0.007546220601182,0.002466212883496,0.002419667053813,0,0,0,0,0,0,0,0,0.010473836356781
Chhattisgarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0,0,0,0,0.008508465923594,0.008391373667869,0,0.008167265599477
Goa,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0,0,0,0,0.126422250316056,0,0.356718192627824,0
Gujarat,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0.016204829039054,0.055830275961078,0,0,0,0,0,0,0,0,0
Haryana,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0,0,0,0,0,0,0,0.016850619260258
Himachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0.064557779212395,0,0,0,0,0,0,0,0
Jammu & Kashmir,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0,0,0,0,0.036873156342183,0,0,0
Jharkhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0.014295925661187,0.014073604953909,0,0,0,0.039835347231443,0,0
Karnataka,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0,0,0,0,0.003489670575098,0,0.006831067695881,0
Kerala,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0.256519880290723,0.157413573893564,0.096038415366147,0.267841199928576,0.637581911565027,0.345554644488696,0.151110077879809,0.109598523304107,0.137441301110984,0.210406596531134,0.067781292363308,0.016835961614008
Madhya Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0,0.006294652692538,0,0,0.002990788371815,0,0,0
Maharashtra,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0.019364000172125,0.008472063371034,0.016681958461924,0.022586805199072,0.016179920718389,0.017935075028397,0.003928038337654,0.001936070937639,0.001909052728036,0,0.001858183439869,0.00366844586291
Manipur,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0.005264820469622,0,0,0,0,0,0.004963271788763,0.00491883915396
Punjab,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0.008791981712678,0.069444444444445,0.008571183680466,0.016929067208397,0,0.008261731658956,0,0,0,0,0,0
Rajasthan,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0.169823162402629,0.195418521333189,0.308718640218587,0.309802283486494,0.372369499863351,0.342155580154976,0.431702092601747,0.346536256760696,0.337525871676485,0.250587314017228,0.314465408805031,0.188232436699253
Sikkim,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0.035478148685696,0.01597239969333,0.018991548760802,0.320030120481928,0.093335822288594,0.108008023453171,0.076550921673097,0.012156946175121,0.006035003017502,0.041955108034403,0.02976899261729,0.100567912920019
Tripura,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0.003815192094922,0,0,0,0,0,0,0,0,0.001071685010342,0.004212033780511,0
Uttarakhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0.002512689079853,0.062030121827159,0.002451521168885,0.009692740137637,0.023963001126261,0.007113387395078,0.004694284708368,0.00464802807409,0.004602568233074,0.015954779596116
A&N Islands,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0.253807106598985,0,0,0,0,0,0.202020202020202,0,0,0,0,0
D&N Haveli,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0.016017940092904,0,0,0,0.014306151645208,0.013915947676037,0,0,0,0,0.012143290831816,0
Lakshadweep,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0,0,0,0,0,2.63157894736842,0,0
Puducherry,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,0,0,0,0,0,0,0,0,0,0,0
All India,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,1052,2508,1043,1378,2917,1562,1200,1025,845,895,453,141
Andhra Pradesh,TOTAL CRIMES AGAINST WOMEN,43.7252872648144,49.4512690222374,47.5478530781169,48.3554396994557,52.590496880289,53.6617044659806,61.1207194742304,58.9511002444988,61.8864362474586,65.2957530438117,67.0544107871997,66.2582026013124
Arunachal Pradesh,TOTAL CRIMES AGAINST WOMEN,34.7490347490347,30.2857142857143,26.1278195488722,27.4582560296846,27.4725274725275,30.379746835443,33.0357142857143,30.8641975308642,28.6212914485166,32.7586206896552,29.1311754684838,33.8383838383838
Assam,TOTAL CRIMES AGAINST WOMEN,32.9476626805405,38.899923605806,39.9458565197774,42.2190948818606,43.9862793752737,48.9210185584808,48.5424498191361,56.8210437945991,67.1061714759078,78.7232592996321,77.3570948217888,89.9276276475666
Bihar,TOTAL CRIMES AGAINST WOMEN,13.4725191799774,14.1634605899181,14.276035617499,19.2212666888393,14.0476579457138,15.4636809984858,17.0337606066077,19.2382009994448,19.2524713498382,18.2529250791872,21.7310960067969,23.5221416900582
Chhattisgarh,TOTAL CRIMES AGAINST WOMEN,38.503861003861,33.5546282245827,31.1048951048951,34.5166024582645,32.4936800288913,33.3985243132723,33.0589368596199,34.1934927073444,34.0508806262231,35.0423764370227,34.9226057445576,34.53119895459
Goa,TOTAL CRIMES AGAINST WOMEN,12.5757575757576,11.5501519756839,18.1681681681682,19.4117647058824,17.3601147776184,13.4078212290503,10.8548168249661,17.0380078636959,20.7332490518331,17.1149144254279,15.1010701545779,23.2018561484919
Gujarat,TOTAL CRIMES AGAINST WOMEN,23.9036442248301,21.7671366067088,22.8704737597703,24.3922554294466,24.5434143321467,27.7612509534706,31.0643098909364,31.9655709727684,29.3230329879545,29.4502475873785,31.464163335237,33.7141648154025
Haryana,TOTAL CRIMES AGAINST WOMEN,34.6897045291893,43.9598997493734,41.0069820041302,41.2661648330438,39.4220748460445,42.964824120603,42.4743964886613,46.2202247191011,46.9548307257138,48.3652173913043,46.9918699186992,50.5687084000337
Himachal Pradesh,TOTAL CRIMES AGAINST WOMEN,29.7658862876254,27.6841757515692,23.8001958863859,26.5655261459006,25.3192848020434,25.0157927984839,31.8224445139106,30.3002166511916,29.2458614347026,31.2177345885211,30.0120409391933,27.2157564905998
Jammu & Kashmir,TOTAL CRIMES AGAINST WOMEN,34.6226217854903,41.4644179350062,43.7790815294356,43.9490445859873,41.998041136141,46.9045323047252,47.8822412155746,42.9373246024322,48.377581120944,47.4554707379135,56.3900340562825,58.8609833746021
Jharkhand,TOTAL CRIMES AGAINST WOMEN,17.0660745731567,18.7161755862898,18.3778992465652,18.0880430045039,18.1844174410293,20.9626345788474,22.9884260863539,21.7388334926923,20.3406948559117,20.4952861505776,20.5054340709703,29.2909724912824
Karnataka,TOTAL CRIMES AGAINST WOMEN,23.1273119605425,23.4493767102463,21.8796879687969,20.0777489818586,22.146252285192,21.9757991692252,23.4481527752989,24.3171712894347,27.4008933556672,30.4014636335393,32.7686317371405,35.0403948213501
Kerala,TOTAL CRIMES AGAINST WOMEN,33.2865082758199,35.2909123932918,33.9315726290516,38.5869888697101,39.9197119074326,44.2427082113155,45.5480646286179,46.8216428241809,46.0943763600962,53.8129087290304,63.7596023497515,61.3390201470341
Madhya Pradesh,TOTAL CRIMES AGAINST WOMEN,50.3355936894547,51.7463546965073,48.378728923476,49.6165268757547,46.5538786888398,45.0728606049161,47.5380428058889,45.332360274889,47.335207560713,48.4609499146607,48.0754192371188,47.996806296159
Maharashtra,TOTAL CRIMES AGAINST WOMEN,26.9460820172985,23.9801753717118,23.5069647176579,24.9871665879551,27.0406925006067,28.7997449233774,29.3110220755755,30.7099572128323,28.727425451491,29.6337444685058,29.2255091422625,29.9950475980851
Manipur,TOTAL CRIMES AGAINST WOMEN,10.4575163398693,15.6537753222836,12.4545454545455,12.0287253141831,12.400354295837,14.9606299212598,16.2489196197061,18.0187873612297,16.3575042158516,15.8333333333333,20.3459637561779,24.7355573637103
Meghalaya,TOTAL CRIMES AGAINST WOMEN,5.7742782152231,6.13126079447323,5.88235294117647,9.50378469301934,10.8803986710963,14.4380639868745,13.9384116693679,16.64,18.7351778656126,20.390625,20.7561728395062,19.4508009153318
Mizoram,TOTAL CRIMES AGAINST WOMEN,29.3706293706294,35.4022988505747,33.3333333333333,20.3579418344519,21.0176991150442,27.292576419214,32.5431034482759,34.468085106383,31.5789473684211,35.3430353430353,34.2915811088296,40.3651115618661
Nagaland,TOTAL CRIMES AGAINST WOMEN,3.1813361611877,2.71966527196653,2.58264462809917,3.05810397553517,3.72608257804632,4.27435387673956,3.14033366045142,4.55868089233754,4.40613026819923,3.88257575757576,3.55472404115996,4.71349353049908
Odisha,TOTAL CRIMES AGAINST WOMEN,29.5249118165785,26.0223250748707,26.6200215285253,27.8833359944648,32.8998631146678,35.5542821421129,37.6630743051617,42.3925252731543,41.0598705501618,42.583779992987,46.8185427834028,58.9670437776685
Punjab,TOTAL CRIMES AGAINST WOMEN,20.7578688236328,19.921875,20.3565612411074,16.5481631962079,16.4632107023411,18.5228023793787,22.0008166598612,21.2094300016147,21.0059880239521,22.5337651054419,20.6457160725453,25.061919504644
Rajasthan,TOTAL CRIMES AGAINST WOMEN,44.9477609185218,43.6036622878442,41.9147652673787,45.6940963519911,39.8230390817163,43.3866693502398,47.0258691711979,46.931372866535,55.1377169240567,56.9522317932655,61.3145887285732,64.077964660878
Sikkim,TOTAL CRIMES AGAINST WOMEN,9.52380952380952,10.9803921568627,14.2857142857143,18.7022900763359,23.3082706766917,17.4721189591078,20.1465201465201,17.3913043478261,14.6428571428571,14.7887323943662,19.1637630662021,23.3676975945017
Tamil Nadu,TOTAL CRIMES AGAINST WOMEN,32.6108692146428,31.2995144390493,28.1328142310005,29.2796184738956,26.9056063717255,20.0246875482179,23.9175699675424,21.9432878460931,18.2589016294508,20.1024903353412,20.6596808763991,21.2730714623758
Tripura,TOTAL CRIMES AGAINST WOMEN,28.131021194605,33.9670468948036,33.5834896810507,41.358024691358,51.219512195122,58.0373269114991,63.436385255648,83.1473869641809,87.9930394431555,96.2155963302752,76.9405099150142,87.2900335946249
Uttar Pradesh,TOTAL CRIMES AGAINST WOMEN,25.7232968346623,19.5072994975751,15.6945191414462,18.5602473900589,17.487655772396,18.8884915737141,23.7652119771325,26.1909788974208,25.3726132024004,21.614814973583,23.8390581892467,24.3940052578195
Uttarakhand,TOTAL CRIMES AGAINST WOMEN,17.9918328128753,20.5479452054794,20.5759405480725,22.5725382682202,17.6668914362778,22.9646017699115,23.8945763450229,24.6889746889747,25.105663567202,22.3656809662641,20.4475467049887,21.6035634743875
West Bengal,TOTAL CRIMES AGAINST WOMEN,16.9723585636786,17.423412870203,21.3779586913915,27.4098702329851,29.1412321345395,30.980420664922,39.6443890632863,49.5850524019538,54.7048468489614,60.714866717795,67.0433101670732,70.5246843232894
A&N Islands,TOTAL CRIMES AGAINST WOMEN,20.8588957055215,16.3636363636364,13.0177514792899,15.5172413793103,12.1546961325967,19.1489361702128,28.5714285714286,39.0243902439024,42.7906976744186,37.9464285714286,21.8884120171674,20.3319502074689
Chandigarh,TOTAL CRIMES AGAINST WOMEN,38.0710659898477,47.25,38.5922330097087,43.7209302325581,45.5555555555556,47.5583864118896,46.4646464646465,27.3946360153257,27.2727272727273,24.3523316062176,25.7425742574257,38.1329113924051
D&N Haveli,TOTAL CRIMES AGAINST WOMEN,19.1919191919192,15.9574468085106,13.8297872340426,22.680412371134,23.3009708737864,29.3577981651376,15.3846153846154,22.0472440944882,14.3884892086331,20,11.25,9.46745562130178
Daman & Diu,TOTAL CRIMES AGAINST WOMEN,15.1515151515152,11.2676056338028,13.3333333333333,8.86075949367089,12.1951219512195,10.5882352941176,12.5,16.8539325842697,14.2857142857143,15.0537634408602,11.5789473684211,11.340206185567
Delhi UT,TOTAL CRIMES AGAINST WOMEN,36.6971007528432,34.4741754822651,49.6370235934664,54.0814825709663,62.2460658082976,63.2340662399109,65.0419712970485,51.8840579710145,54.5139779430623,56.3833770123549,63.5579842137219,70.3957471943296
Lakshadweep,TOTAL CRIMES AGAINST WOMEN,0,6.25,12.1212121212121,2.94117647058823,0,2.77777777777778,13.5135135135135,10.8108108108108,2.7027027027027,2.63157894736842,0,5.12820512820513
Puducherry,TOTAL CRIMES AGAINST WOMEN,24.435318275154,28.8343558282209,24.2971887550201,21.484375,24.007561436673,27.2394881170018,31.5696649029982,21.864406779661,17.2357723577236,17.96875,13.464447806354,8.95741556534508
TOTAL Crime against Women,TOTAL CRIMES AGAINST WOMEN,143795,143034,140601,154333,155553,164765,185312,195857,203804,213585,228650,244270
